"","GEOID","county","income","bachelors","poverty_total","poverty","total"
"1952","37119","Mecklenburg County, North Carolina",79265,234207,1098264,115796,1115403
"1953","37121","Mitchell County, North Carolina",55534,1536,14621,1959,14989
"1954","37123","Montgomery County, North Carolina",55523,2417,24932,4035,25839
"1955","37125","Moore County, North Carolina",77981,17050,99021,9380,100759
"1956","37127","Nash County, North Carolina",56770,10109,92984,13523,95015
"1957","37129","New Hanover County, North Carolina",67515,44834,221999,28197,228134
"1958","37131","Northampton County, North Carolina",45698,1430,16769,3132,17528
"1959","37133","Onslow County, North Carolina",59976,19410,182853,23314,203686
"1960","37135","Orange County, North Carolina",85785,25510,134428,16503,145919
"1961","37137","Pamlico County, North Carolina",55867,1214,11488,1588,12317
"1962","37139","Pasquotank County, North Carolina",61411,4783,37690,4370,40454
"1963","37141","Pender County, North Carolina",74538,8374,60252,7050,61592
"1964","37143","Perquimans County, North Carolina",59401,1072,12947,1724,13053
"1965","37145","Person County, North Carolina",60688,3539,38726,6665,39131
"1966","37147","Pitt County, North Carolina",54915,21025,164618,32978,171196
"1967","37149","Polk County, North Carolina",60465,3285,19227,2116,19538
"1968","37151","Randolph County, North Carolina",56423,11923,142629,21016,144403
"1969","37153","Richmond County, North Carolina",42354,3131,41855,9631,43149
"1970","37155","Robeson County, North Carolina",39393,7243,114042,30923,117573
"1971","37157","Rockingham County, North Carolina",50737,6974,89294,16806,91209
"1972","37159","Rowan County, North Carolina",59717,14877,142790,23443,147067
"1973","37161","Rutherford County, North Carolina",50512,6080,63423,11655,64680
"1974","37163","Sampson County, North Carolina",49963,4136,58195,12959,59317
"1975","37165","Scotland County, North Carolina",41948,2115,31986,8360,34222
"1976","37167","Stanly County, North Carolina",60634,5840,60758,8369,62723
"1977","37169","Stokes County, North Carolina",57539,3471,43968,5281,44696
"1978","37171","Surry County, North Carolina",52743,6190,70302,12615,71429
"1979","37173","Swain County, North Carolina",52818,1207,13871,2747,14130
"1980","37175","Transylvania County, North Carolina",62056,6065,32163,4305,33131
"1981","37177","Tyrrell County, North Carolina",55341,198,2690,430,3389
"1982","37179","Union County, North Carolina",95533,39363,237005,16125,240109
"1983","37181","Vance County, North Carolina",48340,3502,41977,7862,42492
"1984","37183","Wake County, North Carolina",96734,258183,1110026,90909,1132103
"1985","37185","Warren County, North Carolina",42282,1606,17986,3819,18803
"1986","37187","Washington County, North Carolina",38927,848,10892,2354,11051
"1987","37189","Watauga County, North Carolina",50034,7527,48908,12190,54540
"1988","37191","Wayne County, North Carolina",54323,10860,114736,20581,117480
"1989","37193","Wilkes County, North Carolina",49119,5550,65006,11148,66125
"1990","37195","Wilson County, North Carolina",49827,7053,77200,15714,78667
"1991","37197","Yadkin County, North Carolina",57486,2841,36926,5102,37280
"1992","37199","Yancey County, North Carolina",53103,1988,18395,2811,18538
"1993","38001","Adams County, North Dakota",57950,209,2114,284,2190
"1994","38003","Barnes County, North Dakota",64447,1624,10245,1329,10826
"1995","38005","Benson County, North Dakota",63220,495,5933,1614,5960
"1996","38007","Billings County, North Dakota",74000,121,828,92,839
"1997","38009","Bottineau County, North Dakota",80113,881,6089,499,6411
"1998","38011","Bowman County, North Dakota",79709,305,2893,310,2975
"1999","38013","Burke County, North Dakota",94583,317,2177,142,2184
"2000","38015","Burleigh County, North Dakota",82141,17514,94770,7526,98443
"2001","38017","Cass County, North Dakota",73249,34136,180833,19590,186328
"2002","38019","Cavalier County, North Dakota",61174,540,3580,358,3691
"2003","38021","Dickey County, North Dakota",60250,666,4715,433,5003
"2004","38023","Divide County, North Dakota",95938,232,2116,140,2195
"2005","38025","Dunn County, North Dakota",91758,430,3977,270,4049
"2006","38027","Eddy County, North Dakota",50375,341,2231,275,2345
"2007","38029","Emmons County, North Dakota",63750,322,3232,217,3297
"2008","38031","Foster County, North Dakota",78426,459,3283,274,3388
"2009","38033","Golden Valley County, North Dakota",84750,207,1711,215,1734
"2010","38035","Grand Forks County, North Dakota",64698,10451,68519,9708,72927
"2011","38037","Grant County, North Dakota",57069,308,2272,349,2320
"2012","38039","Griggs County, North Dakota",66688,319,2213,144,2309
"2013","38041","Hettinger County, North Dakota",66797,236,2312,236,2477
"2014","38043","Kidder County, North Dakota",57240,257,2325,297,2391
"2015","38045","LaMoure County, North Dakota",70227,603,4011,488,4135
"2016","38047","Logan County, North Dakota",59750,266,1773,145,1849
"2017","38049","McHenry County, North Dakota",78071,589,5252,540,5326
"2018","38051","McIntosh County, North Dakota",64375,244,2414,329,2529
"2019","38053","McKenzie County, North Dakota",83813,1662,13865,1856,14081
"2020","38055","McLean County, North Dakota",80556,1294,9642,661,9781
"2021","38057","Mercer County, North Dakota",82155,894,8169,785,8366
"2022","38059","Morton County, North Dakota",79555,4788,32538,2647,33192
"2023","38061","Mountrail County, North Dakota",81886,927,9546,1182,9648
"2024","38063","Nelson County, North Dakota",62219,469,2913,316,3025
"2025","38065","Oliver County, North Dakota",69722,206,1831,211,1832
"2026","38067","Pembina County, North Dakota",64243,838,6629,609,6853
"2027","38069","Pierce County, North Dakota",59583,574,3829,429,3999
"2028","38071","Ramsey County, North Dakota",61490,1499,11162,1761,11613
"2029","38073","Ransom County, North Dakota",71462,622,5463,542,5663
"2030","38075","Renville County, North Dakota",77067,270,2212,142,2282
"2031","38077","Richland County, North Dakota",67089,2030,15266,1705,16548
"2032","38079","Rolette County, North Dakota",53806,789,11947,2969,12292
"2033","38081","Sargent County, North Dakota",75648,388,3769,234,3828
"2034","38083","Sheridan County, North Dakota",68684,143,1327,92,1338
"2035","38085","Sioux County, North Dakota",41201,180,3827,1521,3896
"2036","38087","Slope County, North Dakota",70625,124,837,39,837
"2037","38089","Stark County, North Dakota",78734,4023,32084,3255,32989
"2038","38091","Steele County, North Dakota",85750,339,1774,231,1774
"2039","38093","Stutsman County, North Dakota",59167,2706,19997,2625,21609
"2040","38095","Towner County, North Dakota",61250,216,2100,288,2152
"2041","38097","Traill County, North Dakota",81157,1198,7544,495,8004
"2042","38099","Walsh County, North Dakota",68082,920,10326,1000,10553
"2043","38101","Ward County, North Dakota",78143,9023,67831,6127,69532
"2044","38103","Wells County, North Dakota",59732,527,3889,419,3990
"2045","38105","Williams County, North Dakota",86139,4410,38641,2865,39076
"2046","39001","Adams County, Ohio",46234,1514,27050,5313,27509
"2047","39003","Allen County, Ohio",58976,8167,98017,12081,102087
"2048","39005","Ashland County, Ohio",62254,5103,50670,5950,52522
"2049","39007","Ashtabula County, Ohio",53663,7102,94515,17024,97666
"2050","39009","Athens County, Ohio",48750,5632,53380,13049,61276
"2051","39011","Auglaize County, Ohio",75231,3973,45518,3005,46263
"2052","39013","Belmont County, Ohio",56943,5451,62795,8800,66554
"2053","39015","Brown County, Ohio",66677,2893,42951,6829,43715
"2054","39017","Butler County, Ohio",77062,51348,377008,44672,388327
"2055","39019","Carroll County, Ohio",59872,1623,26298,3206,26761
"2056","39021","Champaign County, Ohio",70486,3345,37975,3512,38715
"2057","39023","Clark County, Ohio",58954,10887,132426,20647,135877
"2058","39025","Clermont County, Ohio",79573,27683,206653,17309,208851
"2059","39027","Clinton County, Ohio",64210,3621,40824,5905,42077
"2060","39029","Columbiana County, Ohio",55473,8083,98212,12948,101723
"2061","39031","Coshocton County, Ohio",52048,2712,36075,6804,36629
"2062","39033","Crawford County, Ohio",52486,2754,40970,5759,41861
"2063","39035","Cuyahoga County, Ohio",60074,180290,1232159,203273,1256620
"2064","39037","Darke County, Ohio",60237,3844,51058,5641,51751
"2065","39039","Defiance County, Ohio",69302,3177,37531,3950,38300
"2066","39041","Delaware County, Ohio",123995,49877,213582,9668,216074
"2067","39043","Erie County, Ohio",65171,9429,74100,8501,75299
"2068","39045","Fairfield County, Ohio",82969,22057,155814,13579,159371
"2069","39047","Fayette County, Ohio",56773,1702,28452,4499,28901
"2070","39049","Franklin County, Ohio",71070,226726,1290258,187488,1318149
"2071","39051","Fulton County, Ohio",71453,3401,42108,3577,42602
"2072","39053","Gallia County, Ohio",55533,2062,28640,4916,29276
"2073","39055","Geauga County, Ohio",97162,16495,94368,5518,95455
"2074","39057","Greene County, Ohio",81243,24036,159782,16929,167567
"2075","39059","Guernsey County, Ohio",53901,2603,37969,6448,38409
"2076","39061","Hamilton County, Ohio",68249,135727,809498,120457,827671
"2077","39063","Hancock County, Ohio",67006,9236,73131,7708,75072
"2078","39065","Hardin County, Ohio",55876,2148,28278,5134,30622
"2079","39067","Harrison County, Ohio",54056,792,14217,2194,14528
"2080","39069","Henry County, Ohio",71616,2369,27139,2581,27601
"2081","39071","Highland County, Ohio",60522,2916,42711,6342,43285
"2082","39073","Hocking County, Ohio",59007,2113,27699,4598,28104
"2083","39075","Holmes County, Ohio",72987,1941,43450,3888,44273
"2084","39077","Huron County, Ohio",64144,4155,57781,6351,58518
"2085","39079","Jackson County, Ohio",56549,2415,31921,5555,32563
"2086","39081","Jefferson County, Ohio",53124,5738,63119,11465,65280
"2087","39083","Knox County, Ohio",71246,6265,59302,7645,62657
"2088","39085","Lake County, Ohio",76835,33187,229184,17476,232236
"2089","39087","Lawrence County, Ohio",51846,4544,57075,10232,57994
"2090","39089","Licking County, Ohio",78505,24104,174769,17152,178844
"2091","39091","Logan County, Ohio",69125,3956,45630,4981,46098
"2092","39093","Lorain County, Ohio",67272,37312,304388,41092,313101
"2093","39095","Lucas County, Ohio",57265,51164,420801,75081,430014
"2094","39097","Madison County, Ohio",77062,4439,39226,4009,43961
"2095","39099","Mahoning County, Ohio",54279,27175,221872,39017,227979
"2096","39101","Marion County, Ohio",55106,4186,59975,9641,65366
"2097","39103","Medina County, Ohio",89968,30285,180756,10758,182347
"2098","39105","Meigs County, Ohio",46255,1270,21888,4287,22242
"2099","39107","Mercer County, Ohio",73278,3839,41468,2637,42321
"2100","39109","Miami County, Ohio",71440,11540,107625,9102,108818
"2101","39111","Monroe County, Ohio",55381,686,13247,1841,13401
"2102","39113","Montgomery County, Ohio",61942,65792,518377,78373,536121
"2103","39115","Morgan County, Ohio",51056,735,13667,2264,13851
"2104","39117","Morrow County, Ohio",70412,2890,34598,3659,35049
"2105","39119","Muskingum County, Ohio",56810,7036,84080,13133,86393
"2106","39121","Noble County, Ohio",51547,930,12036,2001,14216
"2107","39123","Ottawa County, Ohio",69515,5257,39712,3481,40367
"2108","39125","Paulding County, Ohio",65331,1410,18665,1759,18827
"2109","39127","Perry County, Ohio",62899,2499,35003,5369,35451
"2110","39129","Pickaway County, Ohio",67600,5568,54529,6813,58809
"2111","39131","Pike County, Ohio",50832,1754,26694,5297,27151
"2112","39133","Portage County, Ohio",69796,19883,153784,17374,161217
"2113","39135","Preble County, Ohio",66355,3334,40562,4191,40929
"2114","39137","Putnam County, Ohio",79453,4044,34020,2232,34400
"2115","39139","Richland County, Ohio",56557,9600,117887,16356,125008
"2116","39141","Ross County, Ohio",58048,5498,71678,11548,76957
"2117","39143","Sandusky County, Ohio",60814,5219,57864,7498,58885
"2118","39145","Scioto County, Ohio",46360,5493,70411,16750,73716
"2119","39147","Seneca County, Ohio",62476,4528,52140,6063,55062
"2120","39149","Shelby County, Ohio",73502,4261,47503,5189,48145
"2121","39151","Stark County, Ohio",63130,40551,365462,48133,374199
"2122","39153","Summit County, Ohio",68360,83276,530415,65839,539361
"2123","39155","Trumbull County, Ohio",53537,19107,197890,33912,201749
"2124","39157","Tuscarawas County, Ohio",61953,8450,91505,11413,92840
"2125","39159","Union County, Ohio",104496,11101,60543,3131,63411
"2126","39161","Van Wert County, Ohio",64841,2095,28414,2378,28833
"2127","39163","Vinton County, Ohio",50967,966,12687,2419,12790
"2128","39165","Warren County, Ohio",103128,44054,236019,12120,243189
"2129","39167","Washington County, Ohio",59053,5482,57956,8198,59639
"2130","39169","Wayne County, Ohio",70320,11090,112323,9869,116680
"2131","39171","Williams County, Ohio",60632,2366,35717,3996,36973
"2132","39173","Wood County, Ohio",70537,18369,125680,16241,131564
"2133","39175","Wyandot County, Ohio",68552,2033,21515,1484,21818
"2134","40001","Adair County, Oklahoma",44955,846,19439,4339,19726
"2135","40003","Alfalfa County, Oklahoma",75028,602,4530,534,5683
"2136","40005","Atoka County, Oklahoma",49181,983,12696,2311,14117
"2137","40007","Beaver County, Oklahoma",62981,565,4965,351,5071
"2138","40009","Beckham County, Oklahoma",51499,1574,18737,4110,22295
"2139","40011","Blaine County, Oklahoma",56843,842,7413,1013,8661
"2140","40013","Bryan County, Oklahoma",54289,4972,45363,7399,46528
"2141","40015","Caddo County, Oklahoma",52443,2030,25361,4723,26910
"2142","40017","Canadian County, Oklahoma",82364,23238,153759,12250,156681
"2143","40019","Carter County, Oklahoma",56390,3668,47339,7257,48202
"2144","40021","Cherokee County, Oklahoma",52410,5472,45588,9468,47412
"2145","40023","Choctaw County, Oklahoma",43252,931,14030,3195,14285
"2146","40025","Cimarron County, Oklahoma",57100,427,2253,246,2272
"2147","40027","Cleveland County, Oklahoma",71757,39435,282413,36252,295060
"2148","40029","Coal County, Oklahoma",47117,374,5214,1196,5287
"2149","40031","Comanche County, Oklahoma",57150,11724,111976,18561,121777
"2150","40033","Cotton County, Oklahoma",60208,486,5414,1179,5537
"2151","40035","Craig County, Oklahoma",48018,837,13176,2538,14144
"2152","40037","Creek County, Oklahoma",61657,6277,70769,9590,72076
"2153","40039","Custer County, Oklahoma",58669,3459,26740,4290,28391
"2154","40041","Delaware County, Oklahoma",53290,3822,40152,7647,40791
"2155","40043","Dewey County, Oklahoma",61310,369,4411,628,4504
"2156","40045","Ellis County, Oklahoma",57768,367,3682,541,3755
"2157","40047","Garfield County, Oklahoma",64165,6322,60446,8463,62456
"2158","40049","Garvin County, Oklahoma",53600,1833,25345,3725,25806
"2159","40051","Grady County, Oklahoma",74349,6135,54102,5954,55314
"2160","40053","Grant County, Oklahoma",58980,446,4022,533,4152
"2161","40055","Greer County, Oklahoma",55204,304,4526,750,5531
"2162","40057","Harmon County, Oklahoma",55729,178,2416,425,2499
